0/casedecisions,0/caseid,0/caseno,0/caseproceedings/0/arb_history,0/caseproceedings/0/arbitrators,0/caseproceedings/0/claimant,0/caseproceedings/0/claimanthdr,0/caseproceedings/0/clmnt_nationality,0/caseproceedings/0/compoftribunalhdr,0/caseproceedings/0/dateconstituted,0/caseproceedings/0/datecreated,0/caseproceedings/0/dateofconsthdr,0/caseproceedings/0/datepublished,0/caseproceedings/0/daterange,0/caseproceedings/0/dateregistered,0/caseproceedings/0/development,0/caseproceedings/0/isapproved,0/caseproceedings/0/language,0/caseproceedings/0/lastproc,0/caseproceedings/0/president,0/caseproceedings/0/proceedingid,0/caseproceedings/0/prsdnt_history,0/caseproceedings/0/prtyisapproved,0/caseproceedings/0/reconstituted,0/caseproceedings/0/remarks,0/caseproceedings/0/resp_nationality,0/caseproceedings/0/respondent,0/caseproceedings/0/sequenceno,0/caseproceedings/0/status,0/caseproceedings/0/title,0/caseproceedings/0/trbisapproved,0/caseproceedings/0/trbnlid,0/casetitle,0/casetype,0/claimant,0/econsector,0/instrumentinvk1,0/instrumentinvk2,0/isapproved,0/partiessub,0/respondent,0/rulesapplied,0/seatarbitration,0/status,0/subject,0/caseproceedings/1/arb_history,0/caseproceedings/1/arbitrators,0/caseproceedings/1/claimant,0/caseproceedings/1/claimanthdr,0/caseproceedings/1/clmnt_nationality,0/caseproceedings/1/compoftribunalhdr,0/caseproceedings/1/dateconstituted,0/caseproceedings/1/datecreated,0/caseproceedings/1/dateofconsthdr,0/caseproceedings/1/datepublished,0/caseproceedings/1/daterange,0/caseproceedings/1/dateregistered,0/caseproceedings/1/development,0/caseproceedings/1/isapproved,0/caseproceedings/1/language,0/caseproceedings/1/lastproc,0/caseproceedings/1/president,0/caseproceedings/1/proceedingid,0/caseproceedings/1/prsdnt_history,0/caseproceedings/1/prtyisapproved,0/caseproceedings/1/reconstituted,0/caseproceedings/1/remarks,0/caseproceedings/1/resp_nationality,0/caseproceedings/1/respondent,0/caseproceedings/1/sequenceno,0/caseproceedings/1/status,0/caseproceedings/1/title,0/caseproceedings/1/trbisapproved,0/caseproceedings/1/trbnlid,0/caseproceedings/2/arb_history,0/caseproceedings/2/arbitrators,0/caseproceedings/2/claimant,0/caseproceedings/2/claimanthdr,0/caseproceedings/2/clmnt_nationality,0/caseproceedings/2/compoftribunalhdr,0/caseproceedings/2/dateconstituted,0/caseproceedings/2/datecreated,0/caseproceedings/2/dateofconsthdr,0/caseproceedings/2/datepublished,0/caseproceedings/2/daterange,0/caseproceedings/2/dateregistered,0/caseproceedings/2/development,0/caseproceedings/2/isapproved,0/caseproceedings/2/language,0/caseproceedings/2/lastproc,0/caseproceedings/2/president,0/caseproceedings/2/proceedingid,0/caseproceedings/2/prsdnt_history,0/caseproceedings/2/prtyisapproved,0/caseproceedings/2/reconstituted,0/caseproceedings/2/remarks,0/caseproceedings/2/resp_nationality,0/caseproceedings/2/respondent,0/caseproceedings/2/sequenceno,0/caseproceedings/2/status,0/caseproceedings/2/title,0/caseproceedings/2/trbisapproved,0/caseproceedings/2/trbnlid,0/caseproceedings/3/arb_history,0/caseproceedings/3/arbitrators,0/caseproceedings/3/claimant,0/caseproceedings/3/claimanthdr,0/caseproceedings/3/clmnt_nationality,0/caseproceedings/3/compoftribunalhdr,0/caseproceedings/3/dateconstituted,0/caseproceedings/3/datecreated,0/caseproceedings/3/dateofconsthdr,0/caseproceedings/3/datepublished,0/caseproceedings/3/daterange,0/caseproceedings/3/dateregistered,0/caseproceedings/3/development,0/caseproceedings/3/isapproved,0/caseproceedings/3/language,0/caseproceedings/3/lastproc,0/caseproceedings/3/president,0/caseproceedings/3/proceedingid,0/caseproceedings/3/prsdnt_history,0/caseproceedings/3/prtyisapproved,0/caseproceedings/3/reconstituted,0/caseproceedings/3/remarks,0/caseproceedings/3/resp_nationality,0/caseproceedings/3/respondent,0/caseproceedings/3/sequenceno,0/caseproceedings/3/status,0/caseproceedings/3/title,0/caseproceedings/3/trbisapproved,0/caseproceedings/3/trbnlid,0/caseproceedings/4/arb_history,0/caseproceedings/4/arbitrators,0/caseproceedings/4/claimant,0/caseproceedings/4/claimanthdr,0/caseproceedings/4/clmnt_nationality,0/caseproceedings/4/compoftribunalhdr,0/caseproceedings/4/dateconstituted,0/caseproceedings/4/datecreated,0/caseproceedings/4/dateofconsthdr,0/caseproceedings/4/datepublished,0/caseproceedings/4/daterange,0/caseproceedings/4/dateregistered,0/caseproceedings/4/development,0/caseproceedings/4/isapproved,0/caseproceedings/4/language,0/caseproceedings/4/lastproc,0/caseproceedings/4/president,0/caseproceedings/4/proceedingid,0/caseproceedings/4/prsdnt_history,0/caseproceedings/4/prtyisapproved,0/caseproceedings/4/reconstituted,0/caseproceedings/4/remarks,0/caseproceedings/4/resp_nationality,0/caseproceedings/4/respondent,0/caseproceedings/4/sequenceno,0/caseproceedings/4/status,0/caseproceedings/4/title,0/caseproceedings/4/trbisapproved,0/caseproceedings/4/trbnlid,0/caseproceedings/5/arb_history,0/caseproceedings/5/arbitrators,0/caseproceedings/5/claimant,0/caseproceedings/5/claimanthdr,0/caseproceedings/5/clmnt_nationality,0/caseproceedings/5/compoftribunalhdr,0/caseproceedings/5/dateconstituted,0/caseproceedings/5/datecreated,0/caseproceedings/5/dateofconsthdr,0/caseproceedings/5/datepublished,0/caseproceedings/5/daterange,0/caseproceedings/5/dateregistered,0/caseproceedings/5/development,0/caseproceedings/5/isapproved,0/caseproceedings/5/language,0/caseproceedings/5/lastproc,0/caseproceedings/5/president,0/caseproceedings/5/proceedingid,0/caseproceedings/5/prsdnt_history,0/caseproceedings/5/prtyisapproved,0/caseproceedings/5/reconstituted,0/caseproceedings/5/remarks,0/caseproceedings/5/resp_nationality,0/caseproceedings/5/respondent,0/caseproceedings/5/sequenceno,0/caseproceedings/5/status,0/caseproceedings/5/title,0/caseproceedings/5/trbisapproved,0/caseproceedings/5/trbnlid,0/caseproceedings/6/arb_history,0/caseproceedings/6/arbitrators,0/caseproceedings/6/claimant,0/caseproceedings/6/claimanthdr,0/caseproceedings/6/clmnt_nationality,0/caseproceedings/6/compoftribunalhdr,0/caseproceedings/6/dateconstituted,0/caseproceedings/6/datecreated,0/caseproceedings/6/dateofconsthdr,0/caseproceedings/6/datepublished,0/caseproceedings/6/daterange,0/caseproceedings/6/dateregistered,0/caseproceedings/6/development,0/caseproceedings/6/isapproved,0/caseproceedings/6/language,0/caseproceedings/6/lastproc,0/caseproceedings/6/president,0/caseproceedings/6/proceedingid,0/caseproceedings/6/prsdnt_history,0/caseproceedings/6/prtyisapproved,0/caseproceedings/6/reconstituted,0/caseproceedings/6/remarks,0/caseproceedings/6/resp_nationality,0/caseproceedings/6/respondent,0/caseproceedings/6/sequenceno,0/caseproceedings/6/status,0/caseproceedings/6/title,0/caseproceedings/6/trbisapproved,0/caseproceedings/6/trbnlid,0/caseproceedings/7/arb_history,0/caseproceedings/7/arbitrators,0/caseproceedings/7/claimant,0/caseproceedings/7/claimanthdr,0/caseproceedings/7/clmnt_nationality,0/caseproceedings/7/compoftribunalhdr,0/caseproceedings/7/dateconstituted,0/caseproceedings/7/datecreated,0/caseproceedings/7/dateofconsthdr,0/caseproceedings/7/datepublished,0/caseproceedings/7/daterange,0/caseproceedings/7/dateregistered,0/caseproceedings/7/development,0/caseproceedings/7/isapproved,0/caseproceedings/7/language,0/caseproceedings/7/lastproc,0/caseproceedings/7/president,0/caseproceedings/7/proceedingid,0/caseproceedings/7/prsdnt_history,0/caseproceedings/7/prtyisapproved,0/caseproceedings/7/reconstituted,0/caseproceedings/7/remarks,0/caseproceedings/7/resp_nationality,0/caseproceedings/7/respondent,0/caseproceedings/7/sequenceno,0/caseproceedings/7/status,0/caseproceedings/7/title,0/caseproceedings/7/trbisapproved,0/caseproceedings/7/trbnlid
,C7433,,,,"Kirkland & Ellis, New York, NY, U.S.A.",Claimant(s)/Nationality(ies):,"GBM Global, S.A. de C.V. (Mexican), Fondo de Inversión de Renta Variable (Mexican), Abraham Abadi Tawil (Mexican), Alejandra Pérez Mina (Mexican), Alejandro Finkler Kudler (Mexican), Alejandra Rojas Velasco (Mexican)<br><a href='http://icsidfiles.worldbank.org/icsid/ICSIDBLOBS/OnlineAwards/C7433/PR9238_C.pdf' target=_blank>See attached full list of Claimants</a>",Composition of Tribunal,,,Date of Constitution of Tribunal:,,,"October 4, 2018",,Y,,"November 1, 2018 - <span style=""font-family: 'Calibri',sans-serif; font-size: 11pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">Following appointment by the Claimants, William W. Park (U.S./Swiss) accepts his appointment as arbitrator.</span>",,PR9238,,Y,,,Kingdom of Spain (Spanish),"Abogacía General del Estado, The Ministry of Justice of the Government of Spain, Madrid, Spain",,Pending,Original Proceeding,,,"GBM Global, S.A. de C.V., Fondo de Inversión de Renta Variable and others v. Kingdom of Spain (ICSID Case No. ARB/18/33)",,,Finance,BIT Spain - Mexico 2006,,Y,,,ICSID Convention - Arbitration Rules,,CD27,Shares and bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C7473,,,,"Gleiss Lutz, Stuttgart, Germany<br>Schultze & Braun GmbH, Achern, Germany",Claimant(s)/Nationality(ies):,Dirk Herzig as Insolvency Administrator over the Assets of Unionmatex Industrieanlagen GmbH  (German),Composition of Tribunal,,,Date of Constitution of Tribunal:,,,"October 12, 2018",,Y,,"October 12, 2018 - <span style=""color: black; font-family: 'Calibri',sans-serif; font-size: 11pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">The Acting Secretary-General registers a request for the institution of arbitration proceedings.</span>",,PR9278,,Y,,,Turkmenistan (Turkmen),"Curtis, Mallet-Prevost, Colt & Mosle, New York, NY, U.S.A.",,Pending,Original Proceeding,,,Dirk Herzig as Insolvency Administrator over the Assets of Unionmatex Industrieanlagen GmbH v. Turkmenistan (ICSID Case No. ARB/18/35),,,Construction,BIT Germany - Turkmenistan 1997,,Y,,,ICSID Convention - Arbitration Rules,,CD27,Construction project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C7474,,,,"Mayer Brown, Paris, France",Claimant(s)/Nationality(ies):,"Société d’Energie et d’Eau du Gabon (Gabonese), Veolia Africa (French)",Composition of Tribunal,,,Date of Constitution of Tribunal:,,,"October 16, 2018",,Y,,"December 3, 2018 - <span style=""font-family: Times New Roman; font-size: medium;""> <span style=""font-family: Calibri; font-size: medium;"">Following appointment by the Respondent, Ioannis Vassardanis (Greek) accepts his appointment as arbitrator.</span></span>",,PR9279,,Y,,,Gabonese Republic (Gabonese),"Poulain Cren, Paris, France",,Pending,Original Proceeding,,,Société d’Energie et d’Eau du Gabon and Veolia Africa v. Gabonese Republic (ICSID Case No. ARB/18/36),,,Electric Power & Other Energy,,"Concession agreement between the Société d’Energie et d’Eau du Gabon and the Gabonese Republic containing an ICSID Clause - June 13,  1997",Y,,,ICSID Convention - Arbitration Rules,,CD27,Water services and electric power concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C7413,,,,"Jones Day, Washington, D.C., U.S.A. and London, U.K.<br>Sorainen, Tallin, Estonia",Claimant(s)/Nationality(ies):,AS Windoor (Estonian),Composition of Tribunal,,,Date of Constitution of Tribunal:,,,"September 28, 2018",,Y,,"September 28, 2018 - <span style=""color: black; font-family: 'Arial',sans-serif; font-size: 10pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">The Secretary-General registers a request for the institution of arbitration proceedings.</span>",,PR9218,,Y,,,Republic of Kazakhstan (Kazakhstani),Ministry of Justice of the Republic of Kazakhstan,,Pending,Original Proceeding,,,AS Windoor v. Republic of Kazakhstan (ICSID Case No. ARB/18/32),,,Construction,,"Agreement between the Government of the Republic of Estonia and the Government of the Republic of Kazakhstan on the Promotion and Reciprocal Protection of Investments - August 26,  2014",Y,,,ICSID Convention - Arbitration Rules,,CD27,Real estate project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C7373,,,"<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=191' target=_blank>Eric SCHWARTZ</a>  (French, U.S.)  - Appointed by the Claimant(s)<br><a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=30' target=_blank>Alexis MOURRE</a>  (French)  - Appointed by the Respondent(s)","Three Crowns, London, U.K.",Claimant(s)/Nationality(ies):,"Gas Natural SDG S.A.  (Spanish), Gas Natural Fenosa Electricidad Colombia S.L.  (Spanish)",Composition of Tribunal,"December 19, 2017",,Date of Constitution of Tribunal:,,,"March 21, 2017",,Y,"English,Spanish","December 5, 2018 - The Respondent files a counter-memorial on the merits, a memorial on jurisdiction, and counterclaims.",<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=585' target=_blank>Stephen L. DRYMER</a>  (Canadian)  - Appointed by Other,PR9158,,Y,,,Republic of Colombia (Colombian),"Agencia Nacional de Defensa Jurídica Internacional, Bogota, Colombia<br>Stanimir A. Alexandrov, Washington, D.C., U.S.A.<br>Sidley Austin, Washington, D.C., U.S.A.",,Pending,Original Proceeding,Y,TR9285,Gas Natural SDG S.A. and Gas Natural Fenosa Electricidad Colombia S.L. v. Republic of Colombia (ICSID Case No. UNCT/18/1),,,Electric Power & Other Energy,,Agreement for the Reciprocal Promotion and Protection of Investments between The Republic of Colombia and The Kingdom of Spain (2005),Y,,,UNCITRAL,London,CD27,Electrical power distributor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C7361,,,,"Roderick Cordara, Essex Court Chambers, London, U.K.<br>Emilie Gonin, Doughty Street Chambers, London. U.K.<br>Shearman & Sterling, London, U.K.",Claimant(s)/Nationality(ies):,"Bladon Enterprises Ltd (Cypriot), Germen Properties Ltd (Cypriot)",Composition of Tribunal,,,Date of Constitution of Tribunal:,,,"August 23, 2018",,Y,,"November 28, 2018 - <span style=""font-family: 'Calibri',sans-serif; font-size: 11pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">Following appointment by the Claimants, Bernard Hanotiau (Belgian) accepts his appointment as arbitrator.</span>",,PR9147,,Y,,,Romania (Romanian),"Hunton Andrews Kurth, Washington, D.C., U.S.A.<br>SCP Toader Si Asociatii, Bucharest, Romania<br>SCP Cobuz Si Asociatii, Bucharest, Romania",,Pending,Original Proceeding,,,Bladon Enterprises Ltd and Germen Properties Ltd v. Romania (ICSID Case No. ARB/18/30),,,Other Industry,BIT Cyprus - Romania 1991,,Y,,,ICSID Convention - Arbitration Rules,,CD27,Commercial real estate development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C7393,,,,"King & Spalding, Washington, D.C.,  New York, NY, Houston,TX, U.S.A. and Paris, France",Claimant(s)/Nationality(ies):,"International Holding Project Group (Kuwaiti), MENA Investment (Kuwaiti), International Real Estate Projects Group (Kuwaiti), International Storage Group (Kuwaiti), Mr. Abd-El-Aziz Saleh Esmail Abdallah Al-Rashed (Kuwaiti), MENA Holding (Kuwaiti), Awrad International Holding (Kuwaiti), MENA Resorts & Hotels (Kuwaiti), MENA International Real Estate (Kuwaiti), Morgan Al-Khaleej Holding (Kuwaiti), International Intercontinental Transport Group (Kuwaiti), Knowledge House for Educational Services (Kuwaiti), Steelco International For Steel Work & Contracting (formerly Aswaqna Holding) (Kuwaiti)",Composition of Tribunal,,,Date of Constitution of Tribunal:,,,"September 19, 2018",,Y,,"September 19, 2018 - <span style=""font-family: Times New Roman; font-size: medium;""> <span style=""color: black; font-family: 'Arial',sans-serif;""><span style=""font-size: medium;"">The Secretary-General registers a request for the institution of arbitration proceedings.&nbsp; </span></span></span>",,PR9198,,Y,,,Arab Republic of Egypt (Egyptian),"Egyptian State Lawsuits Authority, Giza, Egypt",,Pending,Original Proceeding,,,International Holding Project Group and others v. Arab Republic of Egypt (ICSID Case No. ARB/18/31),,,"Agriculture, Fishing & Forestry","BIT Egypt,  Arab Republic of - Kuwait 2001",,Y,,,ICSID Convention - Arbitration Rules,,CD27,Real estate project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C7353,,,,"Freshfields Bruckhaus Deringer, Madrid, Spain",Claimant(s)/Nationality(ies):,Banco Bilbao Vizcaya Argentaria S.A. (Spanish),Composition of Tribunal,,,Date of Constitution of Tribunal:,,,"August 20, 2018",,Y,,"November 22, 2018 - <span style=""font-family: 'Calibri',sans-serif; font-size: 11pt; mso-fareast-font-family: Calibri; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA; mso-fareast-theme-font: minor-latin;"">Following appointment by the Respondent, Yves Derains (French) accepts his appointment as arbitrator.</span>",,PR9139,,Y,,,Plurinational State of Bolivia (Bolivian),"Procuraduría General del Estado, La Paz, Bolivia",,Pending,Original Proceeding,,,Banco Bilbao Vizcaya Argentaria S.A. v. Plurinational State of Bolivia (ICSID Case No. ARB(AF)/18/5),,,Finance,BIT Bolivia - Spain 2001,,Y,,,ICSID Additional Facility - Arbitration Rules,,CD27,Pension funds administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C7331,,,<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=496' target=_blank>Paolo Michele PATOCCHI</a>  (Swiss)  - Appointed by the Claimant(s)<br><a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=320' target=_blank>John M. TOWNSEND</a>  (U.S.)  - Appointed by the Respondent(s),"Baker Botts, London, U.K.",Claimant(s)/Nationality(ies):,Public Joint Stock Company Mobile TeleSystems (Russian),Composition of Tribunal,"December 18, 2018",,Date of Constitution of Tribunal:,,,"August 10, 2018",,Y,,"December 18, 2018 - <span style=""font-family: Times New Roman; font-size: medium;""><span style=""font-family: Calibri; font-size: medium;"">The Tribunal is constituted in accordance with Article 6(3) of the ICSID Arbitration (Additional Facility) Rules.&nbsp; Its members are: Siegfried H. Elsing (German), President, appointed by his co-arbitrators; Paolo Michele Patocchi (Swiss) appointed by the Claimant; and John M. Townsend (U.S.), appointed by the Respondent.</span></span>",<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=575' target=_blank>Siegfried H. ELSING</a>  (German)  - Appointed by Co-Arbitrators,PR9118,,Y,,, Turkmenistan (Turkmen),"Curtis, Mallet-Prevost, Colt & Mosle",,Pending,Original Proceeding,Y,TR9585,Public Joint Stock Company Mobile TeleSystems  v. Turkmenistan  (ICSID Case No. ARB(AF)/18/4),,,Information & Communication,BIT Russian Federation - Turkmenistan 2009,,Y,,,ICSID Additional Facility - Arbitration Rules,,CD27,Telecommunications enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C7330,,,,"Shearman & Sterling, London, U.K.",Claimant(s)/Nationality(ies):,"Rasia FZE (United Arab Emirates), Joseph K. Borkowski (U.S.)",Composition of Tribunal,,,Date of Constitution of Tribunal:,,,"August 3, 2018",,Y,,"November 12, 2018 - <span style=""font-family: Times New Roman; font-size: medium;""> <span style=""font-family: Calibri; font-size: medium;"">Following appointment by the Respondent, J. Christopher Thomas (Canadian) accepts his appointment as arbitrator.</span></span>",,PR9117,,Y,,,Republic of Armenia (Armenian),"Cleary Gottlieb Steen & Hamilton, London, U.K. and Paris, France",,Pending,Original Proceeding,,,Rasia FZE and Joseph K. Borkowski v. Republic of Armenia (ICSID Case No. ARB/18/28),,,Transportation,BIT United States of America - Armenia 1992,Contract,Y,,,ICSID Convention - Arbitration Rules,,CD27,Railway construction project; highway construction project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C7352,,,<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=582' target=_blank>Stanimir A. ALEXANDROV</a>  (Bulgarian) <br><a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=659' target=_blank>Zachary DOUGLAS</a>  (Australian) ,"Freshfields Bruckhaus Deringer, Paris, France and Moscow, Russian Federation",Claimant(s)/Nationality(ies):,"Gardabani Holdings B.V. (Dutch), Inter RAO UES PJSC (Russian), Telasi JSC (Georgian)",Composition of Tribunal,,,Date of Constitution of Tribunal:,,,,,Y,English,"November 25, 2018 - The Respondents file a counter-memorial on the merits.",<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=254' target=_blank>Henri C. ÁLVAREZ</a>  (Canadian) ,PR9137,,Y,,,"Government of Georgia (Georgian), Ministry of Economy and Sustainable Development of Georgia (Georgian), State Service Bureau Ltd (Georgian)","Ministry of Justice, Tbilisi, Georgia<br>White & Case, Paris, France and New York, NY, U.S.A.",,Pending,Original Proceeding,Y,TR9263,"Gardabani Holdings B.V., Inter RAO UES PJSC, Telasi JSC v. Government of Georgia, Ministry of Economy and Sustainable Development of Georgia, State Service Bureau Ltd (ICSID Case No. ADM/18/1 and SCC Case No. V2018/039)",,,Electric Power & Other Energy,,Contract,Y,,,ICSID Convention - Arbitration Rules,,CD27,Electric power generation and distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C7311,,,,"King & Spalding, New York, NY, U.S.A.<br>Bullard Falla Ezcurra +, Lima, Peru",Claimant(s)/Nationality(ies):,"Sociedad Aeroportuaria Kuntur Wasi S.A. (Peruvian), Corporación América S.A. (Argentine)",Composition of Tribunal,,,Date of Constitution of Tribunal:,,,"July 27, 2018",,Y,,"September 28, 2018 - <span style=""font-family: 'Calibri',sans-serif; font-size: 11pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">Following appointment by the Respondent, Jos&eacute; Emilio Nunes Pinto (Brazilian) accepts his appointment as arbitrator.</span>",,PR9099,,Y,,,Republic of Peru (Peruvian),"Ministerio de Economía y Finanzas, Lima, Peru<br>Sidley Austin, Washington, D.C., U.S.A.<br>Stanimir A. Alexandrov, Washington, D.C., U.S.A.",,Pending,Original Proceeding,,,Sociedad Aeroportuaria Kuntur Wasi S.A. and Corporación América S.A. v. Republic of Peru (ICSID Case No. ARB/18/27),,,Transportation,BIT Peru - Argentina 1994,Contract,Y,,,ICSID Convention - Arbitration Rules,,CD27,"Design, construction, operation and maintenance of new airport",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
